"","HUC_ID","HUC_DIGITS","NUMBER_STATIONS","BIBI","ERMQ","ERMQ_METAL","ERMQ_PAH","ERMQ_PCB","ERMQ_PEST"
"1",3040206,8,3,2.33333333333333,0.0197296496666667,0.0471899746666667,0.00490971873333333,0.00630277766666667,0.0129313353333333
"2",3040207,8,29,2.63793103448276,0.0211958148965517,0.0601384734827586,0.00107502244827586,0.00552802834482759,0.00151271606896552
"3",3040208,8,8,3.5625,0.006988809875,0.019672533,0.00063694475,0.0037995235,0.00087595125
"4",3050112,8,13,3.23076923076923,0.0114002946153846,0.0322188313076923,0.000361899076923077,0.00390844669230769,0.000530843846153846
"5",3050201,8,44,3.43181818181818,0.100890967090909,0.0534582830909091,0.149108844009091,0.0130012521568182,0.0195691387045455
"6",3050202,8,12,3.75,0.00842347208333333,0.0234147490833333,0.000890479208333333,0.00158144166666667,0.00043979225
"7",3050206,8,38,3.22368421052632,0.0149631309473684,0.0399038346842105,0.00220573418736842,0.00316900189473684,0.00465859436842105
"8",3050207,8,75,3.71333333333333,0.0103738162666667,0.0283254778533333,0.0011643395368,0.00195908625333333,0.00227800966666667
"9",3050208,8,97,3.95360824742268,0.00990844108247423,0.0280970191546392,0.000685583405876289,0.0022279526185567,0.000388610298969072
"10",3050209,8,14,3.92857142857143,0.0209541178571429,0.0605250883571429,0.00165536092142857,0.00162608207142857,0.000664276785714286
"11",3050210,8,9,3.77777777777778,0.0112662061111111,0.0302843078888889,0.00135359633333333,0.00101760433333333,0.000354364888888889
"12",3060109,8,4,3.125,0.0210874875,0.05587972275,0.00393716675,0.00498471,0.001447024
"13",3060110,8,33,4.15151515151515,0.00892954442424243,0.0235678608787879,0.00179740048787879,0.00304228412121212,0.000239906787878788
"14",304020610,10,3,2.33333333333333,0.0197296496666667,0.0471899746666667,0.00490971873333333,0.00630277766666667,0.0129313353333333
"15",304020702,10,29,2.63793103448276,0.0211958148965517,0.0601384734827586,0.00107502244827586,0.00552802834482759,0.00151271606896552
"16",304020803,10,7,3.57142857142857,0.00786467742857143,0.0221152931428571,0.000727936857142857,0.00434231257142857,0.00100108714285714
"17",304020804,10,1,3.5,0.000857737,0.002573212,0,0,0
"18",305011203,10,5,3.9,0.0059166878,0.0180246194,0.0001287628,0.0020294856,0
"19",305011204,10,8,2.8125,0.014827548875,0.04109021375,0.00050760925,0.005082797375,0.00086262125
"20",305020104,10,10,3.2,0.0179557292,0.03734386,0.00926724346,0.00665967429,0.0018851267
"21",305020106,10,3,2.5,1.060964429,0.157245173,1.81778079466667,0.0632781313333333,0.248357375333333
"22",305020107,10,31,3.59677419354839,0.0347339346129032,0.048612591516129,0.0327346554129032,0.010181418,0.00313286161290323
"23",305020202,10,12,3.75,0.00842347208333333,0.0234147490833333,0.000890479208333333,0.00158144166666667,0.00043979225
"24",305020603,10,14,3.25,0.0113359381428571,0.0328102643571429,0.000858540571428571,0.00325858528571429,0.00138823435714286
"25",305020604,10,24,3.20833333333333,0.0170789934166667,0.0440417507083333,0.00299159713,0.00311674491666667,0.006566304375
"26",305020707,10,7,2.71428571428571,0.00990849557142857,0.0244179837142857,0.00187211985714286,0.00445066585714286,0.00735477742857143
"27",305020710,10,13,3.34615384615385,0.0116483757692308,0.029825947,0.00297912755846154,0.00184051846153846,0.00151656461538462
"28",305020711,10,55,3.92727272727273,0.0101317793818182,0.0284681389454545,0.000645308509090909,0.00167000123636364,0.00181185350909091
"29",305020805,10,21,4.04761904761905,0.0101526108095238,0.0278724097142857,0.000956099857142857,0.00233513238095238,0.000691578619047619
"30",305020806,10,76,3.92763157894737,0.00984097313157895,0.0281590822894737,0.000610835439078947,0.00219833715789474,0.000304895368421053
"31",305020901,10,3,3.16666666666667,0.0317590213333333,0.0847831166666667,0.00572847866666667,0.00410459433333333,0.002688364
"32",305020902,10,11,4.13636363636364,0.018007326,0.0539092624545455,0.000544510627272727,0.000950124181818182,0.000112253
"33",305021001,10,9,3.77777777777778,0.0112662061111111,0.0302843078888889,0.00135359633333333,0.00101760433333333,0.000354364888888889
"34",306010903,10,4,3.125,0.0210874875,0.05587972275,0.00393716675,0.00498471,0.001447024
"35",306011002,10,1,3.5,0.004329839,0.012510808,0.00011047,0.001280117,0.000556722
"36",306011003,10,32,4.171875,0.00907328521875,0.02391339378125,0.001850117065625,0.00309735184375,0.0002300063125
"37",30402061003,12,3,2.33333333333333,0.0197296496666667,0.0471899746666667,0.00490971873333333,0.00630277766666667,0.0129313353333333
"38",30402070207,12,3,2.66666666666667,0.021487614,0.0605824356666667,0.00201063966666667,0.000735185333333333,0.00208487966666667
"39",30402070208,12,26,2.63461538461538,0.0211621457692308,0.0600872470769231,0.000967066615384615,0.00608104869230769,0.00144669719230769
"40",30402080301,12,2,3.25,0.0149942405,0.0443848985,0.0001378035,0.0009444445,0.001023353
"41",30402080303,12,3,3.5,0.00573064566666667,0.0134081586666667,0.00160665033333333,0.00607650733333333,0.00165363466666667
"42",30402080308,12,2,4,0.003936162,0.0129063895,0,0.0051388885,0
"43",30402080402,12,1,3.5,0.000857737,0.002573212,0,0,0
"44",30501120303,12,5,3.9,0.0059166878,0.0180246194,0.0001287628,0.0020294856,0
"45",30501120403,12,8,2.8125,0.014827548875,0.04109021375,0.00050760925,0.005082797375,0.00086262125
"46",30502010401,12,2,2.5,0.0119907585,0.0291763825,0.0041519605,0.0003916665,0
"47",30502010402,12,8,3.375,0.019446971875,0.039385729375,0.0105460642,0.0082266762375,0.002356408375
"48",30502010605,12,3,2.5,1.060964429,0.157245173,1.81778079466667,0.0632781313333333,0.248357375333333
"49",30502010705,12,8,2.75,0.028764389,0.051820508625,0.0195735744375,0.01332922325,0.00209146025
"50",30502010707,12,23,3.89130434782609,0.0368102983043478,0.0474967942608696,0.0373124227086956,0.0090865292173913,0.00349508817391304
"51",30502020202,12,5,3.4,0.0090773044,0.0239626122,0.0016380728,0.0020754334,0.0002419636
"52",30502020203,12,1,4,0.017490506,0.049527843,0.000798989,0.00635,0.003406283
"53",30502020204,12,3,4.16666666666667,0.006602929,0.019447179,0.0001571245,0.000409303666666667,0.000220468666666667
"54",30502020205,12,3,3.83333333333333,0.00613195,0.0177648493333333,0.000408341333333333,0.000340740666666667,0
"55",30502060307,12,1,3,0.01536719,0.032369193,0.007126669,0.007874717,0.004668799
"56",30502060308,12,13,3.26923076923077,0.0110258418461538,0.0328441929230769,0.000376376846153846,0.00290349823076923,0.00113588323076923
"57",30502060402,12,5,2.8,0.021757432,0.0577278444,0.002617869824,0.004362749,0.0109802858
"58",30502060403,12,2,3.25,0.014180512,0.042288488,0.000394594,0,0
"59",30502060404,12,5,3.7,0.0101210764,0.023754106,0.0022612454,0.004207372,0.0096347134
"60",30502060405,12,12,3.16666666666667,0.0185118563333333,0.0470846074166667,0.00388446391666667,0.00266260608333333,0.00454302575
"61",30502070706,12,7,2.71428571428571,0.00990849557142857,0.0244179837142857,0.00187211985714286,0.00445066585714286,0.00735477742857143
"62",30502071003,12,13,3.34615384615385,0.0116483757692308,0.029825947,0.00297912755846154,0.00184051846153846,0.00151656461538462
"63",30502071101,12,7,3.64285714285714,0.0117287108571429,0.0338991484285714,0.0001240615,0.00362824857142857,0.000871678
"64",30502071102,12,14,4.32142857142857,0.0111032880714286,0.0314526155,0.000888837821428571,0.00119513257142857,0.0007330205
"65",30502071103,12,15,3.83333333333333,0.0111787127333333,0.0305213402666667,0.0010333594,0.00158801333333333,0.00445512693333333
"66",30502071104,12,19,3.81578947368421,0.00800106136842105,0.0226472043157895,0.000351548263157895,0.00136317221052632,0.000866368736842105
"67",30502080501,12,4,3.5,0.0161653785,0.0435369825,0.00262173875,0.0033715295,0.00110954075
"68",30502080502,12,6,4.16666666666667,0.0118071408333333,0.0324361246666667,0.0013659595,0.000790538833333333,0.00149926083333333
"69",30502080503,12,11,4.18181818181818,0.00706367890909091,0.0196869023636364,0.000126853181818182,0.00280076627272727,9.90384545454545e-05
"70",30502080601,12,1,3,0.02815572,0.070143148,0.007342673,0.008517417,0.005309971
"71",30502080602,12,2,3,0.0119737655,0.029391883,0.0034312715,0.005913889,0.0008574435
"72",30502080603,12,3,4.16666666666667,0.0153794973333333,0.0442150693333333,0.00042878,0.000603703666666667,0.000360086666666667
"73",30502080604,12,1,4,0.009236738,0.025900422,0.000479104,0.00825,0
"74",30502080605,12,20,3.875,0.0097179711,0.0282896146,0.00050421017,0.0016420636,0.00010820525
"75",30502080606,12,8,4.25,0.01040694,0.029350103625,0.000888075125,0.00302454725,0.000826652375
"76",30502080607,12,21,4.04761904761905,0.00996287738095238,0.0294081064761905,0.0002071846,0.00240756933333333,7.13347619047619e-05
"77",30502080608,12,20,3.825,0.0076800055,0.02172271765,0.0004456576185,0.0014535356,0.0002395788
"78",30502090101,12,3,3.16666666666667,0.0317590213333333,0.0847831166666667,0.00572847866666667,0.00410459433333333,0.002688364
"79",30502090202,12,5,4.3,0.0169675714,0.0506275496,9.9236e-05,0.0004173366,0.0002469566
"80",30502090203,12,4,3.875,0.01768557425,0.051219684,0.0011042415,0.00034117075,0
"81",30502090204,12,2,4.25,0.021250216,0.0674927015,0.00053823545,0.0035,0
"82",30502100101,12,3,3.16666666666667,0.0162063053333333,0.0435416713333333,0.00131457433333333,0.00187294633333333,0.00106309466666667
"83",30502100102,12,6,4.08333333333333,0.0087961565,0.0236556261666667,0.00137310733333333,0.000589933333333333,0
"84",30601090306,12,2,4,0.0108854625,0.032101768,0.0003113895,0.000388889,0
"85",30601090307,12,2,2.25,0.0312895125,0.0796576775,0.007562944,0.009580531,0.002894048
"86",30601100202,12,1,3.5,0.004329839,0.012510808,0.00011047,0.001280117,0.000556722
"87",30601100301,12,9,3.94444444444444,0.0121960117777778,0.0264161073333333,0.00593297366666667,0.00270455722222222,0.000771101
"88",30601100302,12,5,4.4,0.00773432,0.0234006894,0.0002493416,0.004098889,0
"89",30601100303,12,5,3.7,0.0091423444,0.0256767292,9.760342e-05,0.0095781666,8.40586e-05
"90",30601100304,12,13,4.42307692307692,0.007399823,0.021699734,0.000313250615384615,0.000491458923076923,0
"91",3040201170030,14,1,2.5,0.020883318,0.060246453,0.000347166,0.002205556,0.006254639
"92",3040201170040,14,2,2.25,0.02379166,0.066881684,0.0026924481,0.000944564,0
"93",3040206150030,14,2,2,0.026109437,0.0604655045,0.007353757,0.0085096025,0.019397003
"94",3040207020110,14,1,3,0.010661162,0.021045398,0.004581154,0.018027894,0.004960904
"95",3040207020120,14,2,3.75,0.0032653875,0.009589539,0.0001193985,0.000100814,0
"96",3040207020130,14,2,3.25,0.0149942405,0.0443848985,0.0001378035,0.0009444445,0.001023353
"97",3040207020200,14,2,4,0.003936162,0.0129063895,0,0.0051388885,0
"98",3040207040020,14,6,3.16666666666667,0.00658910916666667,0.0189112328333333,8.15018333333333e-05,0.00578923083333333,0
"99",3040207040030,14,11,2.63636363636364,0.0170825415454545,0.0492618814545455,0.000339474490909091,0.00661756863636364,0.000965198818181818
"100",3040207040040,14,11,2.54545454545455,0.029690654,0.0834427221818182,0.00193109096363636,0.00459805690909091,0.00245426727272727
"101",3050112060020,14,5,3.9,0.0059166878,0.0180246194,0.0001287628,0.0020294856,0
"102",3050112060030,14,8,2.8125,0.014827548875,0.04109021375,0.00050760925,0.005082797375,0.00086262125
"103",3050201050010,14,8,2.75,0.028764389,0.051820508625,0.0195735744375,0.01332922325,0.00209146025
"104",3050201050020,14,12,3.45833333333333,0.0540973298333333,0.0568744906666667,0.0629604563583333,0.0131263345,0.00437953025
"105",3050201080010,14,2,2.5,0.0119907585,0.0291763825,0.0041519605,0.0003916665,0
"106",3050201080020,14,8,3.375,0.019446971875,0.039385729375,0.0105460642,0.0082266762375,0.002356408375
"107",3050202040020,14,3,2.5,1.060964429,0.157245173,1.81778079466667,0.0632781313333333,0.248357375333333
"108",3050202050070,14,4,3.25,0.009423138,0.0243002365,0.001975315,0.00259429175,0.0003024545
"109",3050202060010,14,7,3.71428571428571,0.0229517258571429,0.0642259198571428,0.00252594514285714,0.00189244514285714,0.001152156
"110",3050202060030,14,5,4.1,0.0180390274,0.052556879,0.0008833932,0.0005036066,0.0002469566
"111",3050202060040,14,2,4.25,0.021250216,0.0674927015,0.00053823545,0.0035,0
"112",3050202070010,14,3,3.83333333333333,0.007103476,0.0207005263333333,0.000395357333333333,0.000340740666666667,0
"113",3050202070020,14,9,4.27777777777778,0.0177311122222222,0.0389933504444444,0.00766826966666667,0.00571935088888889,0.00309251833333333
"114",3050202070030,14,5,4.4,0.011539536,0.0234667526,0.0068234385,0.0002455822,0.0001322812
"115",3050202070040,14,2,4,0.011134949,0.0316664635,0.0005635225,0.003175,0.0017031415
"116",3050205060060,14,4,2,0.024354152,0.07309974825,0.0010557665,0.0057914815,0.00333484175
"117",3050205060070,14,10,3.75,0.0061286526,0.0166944708,0.0007796502,0.0022454268,0.0006095914
"118",3050205070010,14,5,2.8,0.021757432,0.0577278444,0.002617869824,0.004362749,0.0109802858
"119",3050205070030,14,10,3.1,0.0205457724,0.0523043913,0.0046613567,0.0023210739,0.0054209888
"120",3050205070040,14,9,3.55555555555556,0.0106278842222222,0.0272576535555556,0.001343935,0.00330859933333333,0.00538666533333333
"121",3050208010060,14,15,3.4,0.0100385826,0.0270727227333333,0.0009072797,0.00374712526666667,0.00387068726666667
"122",3050208010070,14,11,3.54545454545455,0.00931030718181818,0.0263189032727273,0.000293223190909091,0.00143690545454545,0.000827024181818182
"123",3050208040010,14,2,2.75,0.0190121285,0.0530910845,0.001881164,0.005019445,0.001043908
"124",3050208040020,14,12,3.54166666666667,0.00995876066666667,0.0250296941666667,0.00292168137166667,0.00115732083333333,0.00146896033333333
"125",3050208090040,14,1,3,0.02815572,0.070143148,0.007342673,0.008517417,0.005309971
"126",3050208090050,14,2,3,0.0119737655,0.029391883,0.0034312715,0.005913889,0.0008574435
"127",3050208090060,14,2,4,0.0153917,0.0455956065,0.0002038565,0.0009055555,0.00054013
"128",3050208090070,14,22,3.90909090909091,0.00986425090909091,0.0285302351363636,0.000498310472727273,0.00155643886363636,9.83684090909091e-05
"129",3050208090080,14,1,4,0.009236738,0.025900422,0.000479104,0.00825,0
"130",3050208090090,14,6,4,0.0172522296666667,0.0512804605,0.000422365933333333,0.000288889,0
"131",3050208090100,14,7,4.21428571428571,0.0105183842857143,0.0292567435714286,0.001014943,0.00330352385714286,0.000944745571428571
"132",3050208090110,14,28,3.92857142857143,0.00802390275,0.0232466979642857,0.000337845441785714,0.00210809864285714,0.000209511321428571
"133",3050208100010,14,16,4.28125,0.0110692910625,0.031527824125,0.00080302853125,0.0011565528125,0.0006413929375
"134",3050208100020,14,17,3.82352941176471,0.00987286194117647,0.0266061829411765,0.00108169615882353,0.00183880329411765,0.00402441317647059
"135",3050208100030,14,2,3.25,0.0103172345,0.0276322,0.0013875695,0.0020327275,0.00324245
"136",3050208100040,14,4,3.5,0.0161653785,0.0435369825,0.00262173875,0.0033715295,0.00110954075
"137",3050208100050,14,15,4.3,0.00852725626666667,0.0237272182666667,0.0004544002,0.00209908046666667,0.000240005866666667
"138",3050208100060,14,11,3.72727272727273,0.0112693874545455,0.0307347307272727,0.00114667145454545,0.000944166181818182,0.000771798454545455
"139",3050208110010,14,7,4,0.00528081485714286,0.014717003,0.000181451571428571,0.0026487,6.04698571428571e-05
"140",3050208110020,14,4,4.5,0.008670969,0.025250543,0.00061060525,0,0
"141",3050208110030,14,9,3.94444444444444,0.0121960117777778,0.0264161073333333,0.00593297366666667,0.00270455722222222,0.000771101
"142",3050208110040,14,5,4.4,0.00773432,0.0234006894,0.0002493416,0.004098889,0
"143",3050208110050,14,14,4.14285714285714,0.0076589675,0.0221055725714286,0.000151275292857143,0.0038771285,3.00209285714286e-05
"144",3050208130030,14,1,3.5,0.004329839,0.012510808,0.00011047,0.001280117,0.000556722
"145",3050208140010,14,2,4,0.0108854625,0.032101768,0.0003113895,0.000388889,0
"146",3060109060060,14,2,2.25,0.0312895125,0.0796576775,0.007562944,0.009580531,0.002894048
